author,number_titles,id
Jan M. Maciejowski,1,75321
Chunyan Liang,1,75322
Johan de Heer,1,75323
J. Teich,1,75324
S. Al-Issa,1,75326
Michael W. Bigrigg,1,75327
Tomasz Radzik,1,75328
Sonu Goel,1,75329
Silvia Ferrari,1,75330
Dwight Deugo,1,75331
Jerry Ding,1,75332
Qihong Xie,1,75333
Andrew W. Smith,1,75336
Swapnil Arsh,1,75337
Darrel Greenhill,1,75338
Minyong Shi,1,75339
Srinivas Devadas,1,75340
Shirley Ann Becker,1,75341
Theodore W. Grunberg,1,75342
Zacharias El Banna,1,75343
Mark Hill,1,75344
Ken’ichi Yoshida,1,75345
Francisco Barat,1,75346
Shinya Kitaguchi,1,75347
L. Xue,1,75348
Nicolas Luyckx,1,75349
Prema Nedungadi,1,75350
Isaac Martí n de Diego,1,75351
John Jose,1,75353
Xiyang Yang,1,75354
Jean Rosenfeld,1,75355
Pramod H. Kachare,1,75356
Toshiaki Ejima,1,75357
Hae Sool Yang,1,75358
Stephen Shaoyi Liao,1,75360
J. M. Martins Ferreira,1,75361
Soo-Jun Park,1,75362
Klaus Krogmann,1,75363
David D. Fox,1,75364
Vladimir Bereishik,1,75365
Chetan Pratap Singh,1,75366
Tapobrata Bhattacharya,1,75367
Miquel Àngel Piera,1,75368
Cheng-Chi Lu,1,75369
Stephanie Rich,1,75370
Jan Laarhuis,1,75371
Carmen Buechel,1,75372
Charles R. T. Bacon,1,75375
Anilton Salles Garcia,1,75376
Moritz Göbelbecker,1,75377
Jun Yeong Jang,1,75379
Gustavo J. Fernández,1,75380
Adi Levin,1,75381
Arijit Chattopadhyay,1,75382
Michael Stier,1,75383
Joel Baltazar,1,75384
Hari Sundaram,1,75386
Ansgar Bredenfeld,1,75387
Olga Leon,1,75388
Giovanni Alli,1,75389
Chris Bloor,1,75390
Gautham V Kidiyoor,1,75391
Antonio Molina,1,75392
Hyo-Jong Jang,1,75393
Dennis Wollersheim,1,75394
Hiroshi Yamashita,1,75395
Giovanni Bartolomeo,1,75396
N.K. Hemanth Kumar,1,75397
Michele Barbi,1,75398
Alfred G. Striz,1,75399
Hamada Alshaer,1,75400
Juan Antonio Pérez-Ortiz,1,75401
Shuguang Zhang,1,75403
Sayan Mukherjee,1,75404
Thorsten Haendler,1,75405
S. T. Parkinson,1,75406
Michael Berks,1,75407
Nathalia Devina Widjaya,1,75408
Antonia Cascales,1,75409
Patrick Rundle,1,75410
Robert McNaughton,1,75411
Klaas van den Berg,1,75412
Thomas P. Karnowski,1,75413
Erick van Heck,1,75414
Tarek Raïssi,1,75415
Hashem Yazbek,1,75416
Spiros Mancoridis,1,75417
Leonid Mikhailov,1,75418
Randall E. Cline,1,75419
A. J. DeSalvio,1,75420
Gregorio Hernández,1,75421
Min Lin,1,75422
Virender Kumar,1,75423
Saurabh Gautam,1,75424
Mohamed Al-Ibrahim,1,75425
Philip Joseph Fleming,1,75426
Steve Kollmansberger,1,75427
Claudio Zanoni,1,75428
Zhifei Chen,1,75429
Ju Hee Ki,1,75431
Liu Yin,1,75432
Qun Ying,1,75433
J.-M. Ogier,1,75435
Wenchuan Wu,1,75436
Barbara L. Fox,1,75437
Zhixiang Chen,1,75438
Sébastien Collette,1,75439
Yanyan Lan,1,75440
Fabien Delorme,1,75441
Sylvie Ranwez,1,75442
S. M. Shereen Farzana,1,75443
Daniele Dini,1,75444
Ionel Stroe,1,75445
Bernd D. Heumesser,1,75446
Fatih Emekci,1,75447
Marcin Zawada,1,75448
Carl M. Kadie,1,75450
Byung Han Ryu,1,75451
Lieven Hollevoet,1,75452
Francisco Javier Muñoz Ibáñez,1,75453
Bengt Carlsson,1,75454
Amit Tosar,1,75455
Beth A. Perdue,1,75456
Jaime Rubio Hervas,1,75458
Fabrizio Messina,1,75459
Lemonia Ragia,1,75460
Gustavo Marfia,1,75461
Elena Simperl,1,75462
Mary Ferguson,1,75463
Widhyakorn Asdornwised,1,75464
Gwo Dong Chen,1,75465
Mehmet Dincer Erbas,1,75466
Kazuya Haraguchi,1,75467
Maximilian Junker,1,75468
Yushu Liu,1,75469
Stefan Almér,1,75470
Ajay Pratap,1,75471
Zhuping Wang,1,75472
Pedro Vilanova,1,75473
Anandasivam Gopal,1,75474
Kun Mehlhorn,1,75475
Aditya Ravishankar,1,75476
J. N. Ciano,1,75477
Seema Singh,1,75478
Annalisa De Bonis,1,75480
Philip Sallis,1,75481
Anthony M. Zador,1,75482
Li Ki-Joune,1,75483
Jonas Fredriksson,1,75484
Xinbiao Zhou,1,75485
Atsushi Hattori,1,75486
André Sólon de [Unesp] Carvalho,1,75487
Mario Jadrić,1,75489
M. A. Brebner,1,75490
Dario Russo,1,75491
Mitsuhiro Kubota,1,75492
Sokratis K. Katsikas,1,75493
Jon Woodard,1,75494
T. Marenic,1,75496
Takenobu Takizawa,1,75497
Robert B. Schnabel,1,75498
Germán Galeano Gil,1,75499
Antonis Smardas,1,75500
Siti Sophiayati Yuhaniz,1,75501
P. Subhash,1,75502
A. Cristofaroy,1,75503
Pooja Shettar,1,75504
Tetsuya Matsumoto,1,75505
Inbal Yahav,1,75506
Raffaele Bianco,1,75507
Dominique Winter,1,75508
Hermann Stoeckle,1,75509
Moritz Tacke,1,75510
David P. Maher,1,75511
Lesley Wilson,1,75512
Kenji Satou,1,75513
Mark Berman,1,75514
Bart D'Hooghe,1,75515
Juan Jesús Sánchez Sánchez,1,75516
Hongxia Tong,1,75517
Athanasios Bouganis,1,75518
Ahmad Afshar,1,75519
G.V Bhaskar Rao,1,75520
Chunsheng Xin,1,75521
Carlos Veciana-Nogués,1,75522
Wolfgang Händler,1,75523
Silvan Heller,1,75525
R. Gradino,1,75526
Rupam Deb,1,75527
Matthew W. Robards,1,75528
Ankur Singh Bist,1,75529
Zabolotnyi Rostyslav,1,75530
Behzad Talaei,1,75531
Gencai Chen,1,75532
Ying-Jun Weng,1,75533
Tim C. Pearce,1,75535
Surapant Meknavin,1,75537
Rabih Bashroush,1,75539
C. Venkatesh,1,75540
Vincent Lecuire,1,75541
Jerry Zeyu Gao,1,75542
George Purdy,1,75543
Chinmoy Dutta,1,75544
Prateek Saxena,1,75545
Kathleen Biddick,1,75546
Faruk Polat,1,75548
Alexandre Fleury,1,75549
Patrik Spiess,1,75551
Carmen Del Vecchio,1,75552
Dennis L. McGee,1,75553
Nerijus Ramanauskas,1,75554
Bin Liao,1,75555
David H. Collins,1,75556
Konstantinos Tatas,1,75557
Malek Haroud,1,75558
Xavier Augros,1,75559
Andrew Fetterer,1,75560
Youngyearl Han,1,75561
Jong-Hu Lee,1,75562
Vassilios Courzakis,1,75563
Shinyoung Lim,1,75564
M. Molenaar,1,75565
Dongmahn Seo,1,75566
Lihui Zhang,1,75567
Jennifer Tenzer,1,75568
Duoqian Miao,1,75569
Robert S. Germain,1,75570
Anoop Singhal,1,75571
Katrin Lunze,1,75572
Emmanuel López-Trejo,1,75573
Leping Huang,1,75574
Do van Thanhe,1,75576
Patrick Pezoldt,1,75577
Dulip Withanage,1,75578
Junghu Min,1,75580
Tamir Hazan,1,75581
Norman Ramsey,1,75582
Jose Ignacio Panach,1,75583
Carlos E. Gonçalves,1,75584
R. Travis Rose,1,75585
Anasraj Robert,1,75586
Jingyu Jin,1,75587
Hamid Haidarian Shahri,1,75588
Ian J. Couchman,1,75589
Marc Camblor,1,75590
Chia-Hung Kao,1,75592
Krishna Asawa,1,75593
J. E. Powers,1,75595
Ann Shuk-Han Mak,1,75596
Sanat K. Basu,1,75597
Ishan Bhardwaj,1,75598
Vitaly E. Kozura,1,75599
D. B. Ingham,1,75600
Sebastian Pavel,1,75601
Fatmé El-Moukaddem,1,75602
Herman J. J. te Riele,1,75603
Giuseppe Cofano,1,75604
Vadim Strijov,1,75605
S. Gentile,1,75606
Toshizumi Ohta,1,75607
Paula Miranda,1,75608
Gaurav Singh,1,75609
Olivier Delerue,1,75610
Dominic Furniss,1,75611
Norman Rajala,1,75612
S.P. Beeby,1,75613
Renee Fall,1,75614
Ahmad AlShibli,1,75615
Coline Penaud,1,75616
Adriano Melo,1,75617
Keerthi Timmaraju,1,75618
James Peterson,1,75619
Guillermo Rodríguez-Ortiz,1,75620
Ehsan Samiei,1,75621
Pinaki RoyChowdhury,1,75622
Sophia B. Liu,1,75623
Xiaocheng Li,1,75624
Dong-Seong Choi,1,75625
Karim El Guemhioui,1,75626
G. T. Timmer,1,75627
Ali Faour,1,75628
Luisa María Romero,1,75629
Andrej Ljolje,1,75630
Kenneth N. Lodding,1,75632
Robert Sablatnig,1,75634
Jakob Pagter,1,75635
Cristiano Spelta,1,75636
Chao Yang,1,75637
Keith Preddy,1,75638
Amit Dutta,1,75639
Zhou Chun-guang,1,75641
Murray A. Eisenberg,1,75642
Miran Mosmondor,1,75643
Di Jiang,1,75645
Alice Evelyn Koniges,1,75646
Grischa R. Meyer,1,75647
Sang-Yeop Oh,1,75648
Rafael Boloix-Tortosa,1,75649
Fionntán O'Donnell,1,75650
Jana Urban,1,75652
K. Fuchel,1,75653
Erwing Fabian Cardozo,1,75654
Shoupeng Liu,1,75655
Pierre Corbineau,1,75656
Thomas Reiter,1,75657
Sergey Slavyanov,1,75658
Raghava Srinivasa Nallanthighal,1,75659
Kuhn-Il Lee,1,75660
Hongbin Sun,1,75661
Ross Sparks,1,75662
Christopher Lynch,1,75663
Ping-Fang Fu,1,75664
Teck Sung Yap,1,75665
Donghai Guan,1,75666
Manoj Diwakar,1,75667
Shengsheng Yu,1,75669
Yasuharu Koike,1,75670
Reza Nakhaeizadeh,1,75671
Alain Derycke,1,75672
Ruiguo Yang,1,75673
Edward N. Hartley,1,75674
James Marcicki,1,75675
David C. Littman,1,75676
Norman Shapiro,1,75677
Valentina Surano,1,75678
Thomas V. Frauenhofer,1,75679
Shishir Kumar,1,75680
J. Hu,1,75681
Larbi Esmahi,1,75682
Chou Chen Yang,1,75684
Tsuyoshi Murata,1,75685
Rafael Martínez-Torres,1,75686
Laura Viviana Galvis Carreño,1,75687
Tim Bowman,1,75688
William S. Yerazunis,1,75689
Martín Soto,1,75690
David Kilgore,1,75691
Aris A. Papadopoulos,1,75692
Hongbin Deng,1,75693
Javier Valls,1,75695
Richard Watson,1,75696
Carlos O'Ryan,1,75697
Steven M. Belknap,1,75698
James Geller,1,75699
Thorsten Lohmar,1,75700
Lodewijk Bergmans,1,75701
Kevin Bolding,1,75702
Woojin Lee,1,75703
Zhang Yong-dong,1,75704
Yun-Sheng Yen,1,75705
Yasuo Horiuchi,1,75706
Aleksandr A. Kuznetsov,1,75707
Shou-Hsuan Stephen Huang,1,75708
Derek Green,1,75709
Gunter Grieser,1,75710
Thierry Divoux,1,75711
Jutta Croll,1,75712
Asif Akram,1,75714
Pedro Furtado,1,75715
Haijun Shen,1,75716
Moez Limayem,1,75717
Maciej Bartkowiak,1,75718
Erik Schüler,1,75720
Annemiek Zonneveld,1,75721
Kazuhiro Kitagawa,1,75723
Serge Morvan,1,75724
Mark Podlaseck,1,75725
Roberta Gori,1,75726
Antonio Picarello,1,75727
Tim Willis,1,75728
Naren Ramakrishnan,1,75729
Yaping Jiang,1,75730
Christine du Toit,1,75731
M.L. Delle Monache,1,75732
Jiri Tezky,1,75733
Michael A. Osborne,1,75735
Marko de Jager,1,75736
Harish Chaandar Ravichandar,1,75737
Stuart J. Norcross,1,75738
Alex Sandy Pentland,1,75739
Wendy K. Pogozelskil,1,75740
Anatoly Zlotniky,1,75741
Giorgos Mamakoukas,1,75742
Steven A. Hofmeyr,1,75743
Darius Sidlauskas,1,75744
Gaurav Langan,1,75745
Miquel Pericàs,1,75746
Chuangyin Dang,1,75747
Wei-Jin Park,1,75748
K. V. Madhavan,1,75749
John D. Angelopoulos,1,75750
Ming-Jui Yu,1,75751
Niu Ben,1,75753
Jocelyne Nanard,1,75754
R. V. Ciupa,1,75755
Ikpeme Erete,1,75757
R. Mirandola,1,75758
Dimitrie O. Paun,1,75759
Adel Mahfoudhi,1,75760
Sheng Chen,1,75761
Kye-san Lee,1,75762
Ralf Keuthen,1,75763
W. G. Wadey,1,75764
Jakob Puchinger,1,75765
Byung-Kil Kim,1,75766
Rupam Bhaduri,1,75767
Michael Corrigan,1,75768
Vesa Tenhunen,1,75769
Guy Laffitte,1,75770
Yunlong Wang,1,75771
A. Montuori,1,75772
Vikram Sorathia,1,75773
Kenneth M. Dawson-Howe,1,75774
Yigang Wang,1,75775
Yi-Cho Fang,1,75776
A. Menaka Pushpa,1,75777
Leonardo Acho,1,75778
Taewoo Kwon,1,75779
Françoise Gayral,1,75780
Tito L. M. Santos,1,75782
Charalampos E. Tsourakakis,1,75783
Bill Poucher,1,75784
Christie M. Fuller,1,75785
Yoshihiro Nomura,1,75786
Christian Mädler-Kron,1,75787
Giancarlo Bo,1,75788
William S. Hlavacek,1,75789
Sukanya Mitra,1,75790
Remco M. Dijkman,1,75791
Anton Cerny,1,75792
Neera Jain,1,75793
Jon A. Turner,1,75794
Rajeev Verma,1,75795
Karthik Muthuswamy,1,75796
Melvin A. Breuer,1,75797
Alberto Cavallo,1,75798
Marianna Nicolosi Asmundo,1,75799
Lilong Cai,1,75800
Luiz Gonzaga Rios-Filho,1,75801
M. Pleban,1,75802
Tudor Popescu,1,75803
Dominique Schmitt,1,75804
Roswitha Behnke,1,75805
Jean Marc Andreoli,1,75806
Ewald Feyerer,1,75807
Bhanu Panjwani,1,75808
Francisco J. Perales López,1,75809
Manish Agrawal,1,75811
Ivan Tomek,1,75812
Kaiqiang Zhang,1,75813
Ersin Cem Kaletas,1,75814
M. Best,1,75815
Daniel Fallman,1,75816
Naoufel Werghi,1,75817
Pavel Šimeček,1,75818
Oscar Alfonso Jiménez del Toro,1,75819
P. Valencia,1,75820
Zi Lin,1,75821
Huaping Chen,1,75822
Marc M. Sebrechts,1,75823
Gurindar S. Sohi,1,75824
Faling Yi,1,75825
Giovanni Avveduto,1,75826
Ranjeet Kumar Rout,1,75827
Marcelo M. Wanderley,1,75828
Chi-Keung Tang,1,75829
Alexandros Labrinidis,1,75830
Rick Thomas,1,75831
David R. Feinberg,1,75832
Carlos Cruz,1,75833
Jürgen Klüver,1,75834
Boo-Hyung Lee,1,75835
Haramardeep Singh,1,75836
Kazutoshi Sumiya,1,75837
Yannis Manoussakis,1,75838
Graham McKendry,1,75839
Ivan Garvanov,1,75840
Lakshmi Priyanka Selvaraj,1,75841
Urbashi Mitra,1,75842
Sven Fleck,1,75843
Lucian Popa,1,75845
Samira Moussaoui,1,75846
Timo Steffens,1,75847
Javier Lorenzo-Navarro,1,75848
Martine Ceberio,1,75849
Paul Villeneuve,1,75850
Chenyan Xu,1,75851
Sang-Hyun Bae,1,75853
Saibabu Arigela,1,75854
Diana Slattery,1,75855
Nuno M. Preguiça,1,75856
A. Winsor Brown,1,75858
Cormac J. Sreenan,1,75859
Jay Dominick,1,75860
E. Van Derlinden,1,75861
Veikko Isotalo,1,75862
Alexandra Durcikova,1,75863
Glenn Shafer,1,75864
Augusto Q. Novais,1,75865
Jyunya Yoshida,1,75866
Mario Ruben Medina,1,75867
Stratos Idreos,1,75868
Muhui Fan,1,75869
Gomes Pinheiro,1,75870
Tomasz Marek Kowalski,1,75871
Jill K. Hunter,1,75872
In Lee,1,75873
Jaeyong Shim,1,75875
Uwe Waldmann,1,75876
Elcin Atilgan Aydin,1,75877
Andrew J. Hanson,1,75878
Yuanjie Liu,1,75879
Ryotaku Hayashi,1,75880
Noel Novelli,1,75881
Nikolaos I. Xiros,1,75882
Paul O'Leary,1,75883
Jean Tessier,1,75884
Pieter Maritz,1,75885
Ronald-Bryan O. Alferez,1,75886
Deepti Singhal,1,75887
Christian Schneider,1,75888
M.K. Bennett,1,75890
Goran Gavran,1,75891
Amit Prasad,1,75892
Stefanos Barosy,1,75893
José R. Ribeiro,1,75894
Mungal S. Dhanda,1,75895
Yizhe Lin,1,75897
Yingguan Wang,1,75898
Vivek Maik,1,75899
Zhiyong Huang,1,75900
Martin Henz,1,75901
Michael Dewey-Vogt,1,75902
Yunjian Ge,1,75903
Mark Panahi,1,75904
Anne Spalanzani,1,75905
Teodoro Leggieri,1,75907
Hans Ragas,1,75908
Gabriele Baldi,1,75909
Geetha Govindan,1,75910
R M Rooij,1,75911
Tuo Zhao,1,75913
Ko Fujimura,1,75914
Yong-Il Jang,1,75915
Hui-Ling Huang,1,75916
Kin-Man Lam,1,75917
Mildred L. G. Shaw,1,75918
Mu-Yen Chen,1,75919
Hossam Meshref,1,75920
Khaled Ragab,1,75921
Rohaida Romli,1,75923
Prakul Sharma,1,75924
Scott A. Guyer,1,75925
Markus Kühl,1,75926
Wolfgang Blochinger,1,75927
Bing Chiang Jeng,1,75928
Fu-Shun Zhang,1,75929
Nicolas Bettenburg,1,75930
Prabir Kumar Biswas,1,75931
Jens Graupmann,1,75932
Anton Kummert,1,75933
Fei Sha,1,75934
Qianjin Zhang,1,75935
Chad La Fournie,1,75936
Alessandra Chiuderi,1,75937
Sérgio de Freitas,1,75938
英夫 坂内,1,75939
Janet Edwards,1,75940
Manli Zhu,1,75941
R. Marimuthu,1,75942
Zekeriya Tufekci,1,75943
Geetanjali Gadre,1,75944
Moritz Beller,1,75945
Andrew S. Grimshaw,1,75946
Wanxia Wei,1,75947
Wang M,1,75948
David P. Hayden,1,75949
Gionata Gelati,1,75950
Satyen Kale,1,75951
Ian J. Palmer,1,75953
Yoshiki Sugino,1,75954
Carlos Barreto,1,75955
Miklós Simonovits,1,75956
A. Halim Zaim,1,75957
Volker Schulz,1,75958
Carey S. Chaplin,1,75959
Josef Nedstam,1,75960
Mark B. Josephs,1,75961
Seon Ho Jeong,1,75962
Markku-Juhani Olavi Saarinen,1,75963
Brian D. Fisher,1,75964
Fangshi Wang,1,75965
Christophe Incoul,1,75966
Sang Jae Moon,1,75969
Luís Natário,1,75970
In Yong Hwang,1,75971
Shasha Liao,1,75972
Craig K. Tyran,1,75973
Fernando Olivero,1,75975
Otto Debals,1,75976
Yu Su,1,75977
Joaquín Aca,1,75978
Tobias Lindahl,1,75979
Abraham Alcaim,1,75980
Sandy El Helou,1,75982
José Parets-Llorca,1,75983
Henrik Fagrell,1,75985
Yann Dupont,1,75986
Jason Franklin,1,75987
Ji-Hyong Chung,1,75988
Marek Leszak,1,75989
Xuefeng Liang,1,75990
Fabien Costantini,1,75991
Velou Stéphane Blé,1,75992
Djamel Benmerzoug,1,75993
Jung-Min Kim,1,75994
Artur Merke,1,75995
Geoffrey Canright,1,75996
Alex Pogel,1,75997
Barbara Hayes-Roth,1,75998
Raymond Jacoby,1,75999
Srilaxmi Malladi,1,76001
Zhongke Shi,1,76003
Dinesh A. Mirchandani,1,76004
Elizabeth R. Grant,1,76005
Douglas W. Gage,1,76006
Roland Hücking,1,76008
Maria Halkidi,1,76009
Michael Czajkowski,1,76010
Robert H. Dargel,1,76011
Dina Notte,1,76012
Ashalatha M.E,1,76013
Saurabh Sarkar,1,76014
Sanjeev Setia,1,76015
Yebin Liu,1,76016
Gabriel Aul,1,76017
T. R. Parkin,1,76018
Liping Jing,1,76019
Shuang Chen,1,76020
Clark C. Guest,1,76021
Ross Gadient,1,76022
Alexander Ponomarenko,1,76023
Rajasekar Krishnamurthy,1,76024
Michael Freeman,1,76025
Hiroaki Oiso,1,76027
Hoeguk Jung,1,76028
Jiajin Le,1,76029
Young Lee,1,76031
M. de Jonge,1,76032
Johann Blieberger,1,76033
Sophie Dumas,1,76034
Seung-Yeon Lee,1,76035
Aline de P. Nascimento,1,76036
Stephen Pettitt,1,76037
Hans Fredrik Nordhaug,1,76038
Miriam G. Shoffner,1,76039
Baojie Mu,1,76040
Václav Hrdonka,1,76041
Christopher Chan,1,76042
Richard J. Hartnett,1,76044
Mieczysław Wodecki,1,76045
Dong-Woo Cho,1,76046
Kazunori Takashio,1,76047
Chen Wu,1,76048
Vesna Brujic,1,76049
Son K. Dao,1,76050
Thomas Buchholz,1,76051
P. Kesava Rao,1,76052
Jordi Poch,1,76053
Robert E. Helbig,1,76054
M. V. Ramakrishna,1,76055
Dominique Barthel,1,76056
M. Gupta,1,76057
R.M. Frank,1,76058
Yishu Liu,1,76059
Philip Derrin,1,76060
Mike Bailey,1,76061
Paolo Minero,1,76062
Annalisa Scacchioli,1,76063
Islam Abdelhalim,1,76064
Javier Esparza-Peidro,1,76065
Teresa M. Harrison,1,76066
Trevor Darrell,1,76067
Tomi Westerlund,1,76069
Marta Casar,1,76070
Ray V. Poore,1,76071
Paul F. Dietz,1,76072
Paolo Foschi,1,76073
Sandeep Gurung,1,76074
Ronald Mak,1,76075
Paril Jain,1,76076
Christos Faloutsos,1,76078
Tian Bo,1,76079
Gary E. Kopec,1,76080
Massimo Santini,1,76081
Oddvar Søråsen,1,76082
Saumesh Kumar,1,76083
Dale Walters,1,76084
Zhiheng Niu,1,76085
Ian Warren,1,76086
Roman Bertolami,1,76087
Jens Nicolay,1,76088
Zdenek Zdrahal,1,76090
Bernard Paul Serpette,1,76091
Jeffrey K. MacKie-Mason,1,76092
Hongbin Zhou,1,76093
Debarati Das,1,76094
June Sison,1,76095
Jacob Neal Sarvela,1,76096
Jussi Ängeslevä,1,76098
Michael Brittain,1,76099
Wieslaw Pawlowski,1,76100
Amrita Pati,1,76101
Sallyann Bryant,1,76102
Paritosh Chandrapal,1,76103
Evgeny Cheremushkin,1,76104
Yasushi Yagi,1,76105
Harshwardhan Karve,1,76106
Stavros Papadopoulos,1,76107
Thomas W. Rauber,1,76108
Subramani Ramakrishnan,1,76109
K Sarthaj,1,76110
Brahim Bensaou,1,76111
Peik Shyan Lee,1,76112
Nick Kings,1,76113
Tom Kean,1,76114
Dylan Keon,1,76115
Vidal Rodríguez,1,76116
Hon Ren Wu,1,76117
Zhongwei Li,1,76118
Jacques Gautrais,1,76119
Emad A. M. Andrews Shenouda,1,76120
Mikhail Kuznetsov,1,76121
M. K Sai Gopala Krishna,1,76122
Kyo Il Chung,1,76123
Jérôme Cieslak,1,76124
Rafael Mompó Gómez,1,76125
Fabrício Benevenuto,1,76126
Timothy M. Caldwell,1,76127
Jim Over,1,76128
M. Haragopal,1,76130
Diana Campos Leao,1,76131
Rasha al Jamal,1,76132
Timo Götzelmann,1,76133
A E A Almaini,1,76134
Gareth Smith,1,76135
Adam Obtulowicz,1,76136
Wayne Fullerton,1,76137
Edward Skwarecki,1,76138
Hans-Peter Steiert,1,76139
Je-Min Kim,1,76140
Harry Zhou,1,76141
Iain Whiteside,1,76142
Debra Lees,1,76143
Angelo Milano,1,76144
Nigel Melville,1,76146
Armin Zimmermann,1,76147
Athanasia Panousopoulou,1,76149
Andrea Francini,1,76150
Sergey Polyakov,1,76151
Sunilkumar S. Manvi,1,76152
Timo Vepsäläinen,1,76153
Tsang-Hsiung Lee,1,76154
Wolfgang Deiters,1,76155
Armin Eberlein,1,76156
Jae Young Choi,1,76158
Julien Forest,1,76159
E. de Leastar,1,76160
Roy Goldman,1,76161
David K. Y. Chiu,1,76162
Shibin Hari,1,76163
Stéphane Kaplan,1,76164
Alexey Gotsman,1,76165
Raja Rathnam,1,76166
Suzanne Stevenson,1,76167
Robbie Ye,1,76168
John Hopson,1,76169
Patricia A. Jacobson,1,76170
Manyuan Shen,1,76171
Fabiano Sarracco,1,76172
Alfons A. M. Kuijk,1,76173
Andreia P. Guerreiro,1,76174
Lars Kock Jensen,1,76175
Winnie Thomas,1,76176
Silvia Scarpetta,1,76177
Rasoul Salehi,1,76178
Pavel Braslavski,1,76179
Hauke Bartsch,1,76180
R.J. van Glabbeek,1,76181
Eunjin Jung,1,76182
Weiguo Xia,1,76183
Ryan North,1,76184
Karl Andersson,1,76185
Rolf Lührs,1,76187
Min-Soo Kang,1,76188
Kevin X. He,1,76189
Peter K. Pearson,1,76190
Cliff Young,1,76191
Shimin Wang,1,76192
Hamed Valizadeh Haghi,1,76193
Shunichi Amano,1,76194
Tiantian Li,1,76195
Nitin M. Tiwari,1,76196
Alessandra Mileo,1,76197
Il-San Kim,1,76198
James F. Korsh,1,76199
Brynley S. Zorich,1,76200
Kjetil Falkenberg Hansen,1,76201
Mahesh Gadiraju,1,76202
Tianshu Song,1,76203
Noriyani Mohd Zin,1,76204
Olivier Alata,1,76205
Surbhi Sharma,1,76206
Jae-Kwang Lee,1,76207
Marko Jahnke,1,76208
Diana Arellano Távara,1,76210
Neil Sarnak,1,76211
Ram Swaminathan,1,76212
John M. Jordan,1,76213
Jin-Woong Cho,1,76214
Luca Filipozzi,1,76215
Iwan Tabakow,1,76216
Erich Oswald,1,76217
Yao-Hong Tsai,1,76218
Muriel Primot,1,76219
Anastasiya Sotnykova,1,76220
Masaki Oono,1,76221
Marco Loregian,1,76222
Youju Mao,1,76223
Sameh A. Fakhouri,1,76224
Clara I. Sánchez,1,76225
Zhenning Xu,1,76226
Jürgen Niehaus,1,76227
Xuming Li,1,76228
Tomasz Kuchta,1,76230
András Gulyás,1,76231
Wen-Fang Xie,1,76232
Devdatta Kulkarni,1,76233
Mohammadreza Radmanesh,1,76234
Zhaoqi Wang,1,76235
Marcin Winczaszek,1,76237
Kaman Thapa Magar,1,76238
Kazuhiro Kuwabara,1,76239
Néstor O. Pérez-Arancibia,1,76240
Doug Shepherd,1,76241
Vishal Dwivedi,1,76242
William M. Raike,1,76243
Hyung-Jun Kim,1,76244
Jan Kynčl,1,76245
Zhijiang Dong,1,76246
Walter Kintsch,1,76248
Christopher Power,1,76249
Michael Holzrichter,1,76250
Jian Guo,1,76251
Claus Bahlmann,1,76252
Fangming Xu,1,76253
Hujun Yin,1,76254
D. Reilly,1,76255
Jesica Flores,1,76256
Petri Rosendahl,1,76257
Antonio M. Lopez,1,76258
Michael Schaarschmidt,1,76259
Can C. Özturan,1,76260
Huimin Zhao,1,76262
Marc Parenthoën,1,76263
Hai Jiang,1,76264
Jaroslav Flidr,1,76265
Samuli Saukkonen,1,76266
Ryuta Hashimoto,1,76267
Chris Fox,1,76268
Duckki Kim,1,76269
Robert Linggard,1,76270
Egon Dorrer,1,76272
Daniel Ziegler,1,76273
Etienne Antoniutti Di Muro,1,76274
Yasunori Nagasaka,1,76275
Jan–Cees van der Meer,1,76276
Dacheng Lin,1,76277
Leihaorambam Sarbajit Singh,1,76278
Ramanujan S. Kashi,1,76279
Petr Tůma,1,76280
Peter Ryan,1,76281
Natalia Razinkov,1,76282
Loïc Kessous,1,76283
Frank Habermann,1,76284
Xueyuan Zhou,1,76285
Duncan Ewing,1,76287
Gerd Kortemeyer,1,76289
Andrea Ballatore,1,76290
Joseph P. Buckley,1,76291
George Marble,1,76292
Neeraj Kumar,1,76293
Orna Agmon Ben-Yehuda,1,76294
Aaron Roth,1,76295
Jordan Ell,1,76297
Enrico Pagello,1,76298
Susan Yee,1,76299
Nicolas Richer,1,76300
Nils Jähnig,1,76301
Steffen Holmslykke,1,76302
Verena Giller,1,76303
Ravi Shankar Chekuri,1,76304
Holger Cleve,1,76306
In-Gi Lee,1,76307
Sebastian Dziallas,1,76308
Il Choi,1,76309
Omar Cheyaheb Makarem,1,76310
Uwe Katzke,1,76311
Byung Chae Lee,1,76314
Akanksha Agarwal,1,76315
Norman H. Kelly,1,76317
Philip H. B. More,1,76318
José Manuel Cortés Martín,1,76319
S.-P. Kwan,1,76320
Dietmar Janetzko,1,76321
Ruqian Lu,1,76322
Bo Xie,1,76323
Dongseop Kwon,1,76324
Dong-Wook Lee,1,76325
Rajiv Sabherwal,1,76326
Zilan Hu,1,76327
W. Van Puymbroeck,1,76328
Alberto Sanna,1,76329
Walter Tischer,1,76330
Richard J. La,1,76331
Tsang-Yean Lee,1,76333
Solomon Negash,1,76334
James P. Chandler,1,76335
Amihai Motro,1,76336
Anders Tuhus Olsen,1,76337
Stefan Turek,1,76338
Yang Su,1,76339
